shot,image_name,radius_norm,mrti_amplitude_norm,avg_angle,pinch_height
2725,2725_MCP1_3,0.12782076092951375,0.025419582370605216,5.944715356737562,13.5
2725,2725_SCH_1,0.31531676853547475,0.08964256656973833,6.694906535614191,13.5
2724,2724_SCH_2,0.28842163854560204,0.06607688827181898,3.9785605275446967,13.5
2724,2724_SCH_1,0.49775139713390953,0.07079870001169414,4.133829825457504,13.5
2724,2724_MCP1_3,0.15583565162766694,0.03397953358454268,3.52912323228321,13.5
2723,2723_SCH_2,0.37100670828583526,0.08587360385099575,5.987764248216576,13.5
2723,2723_MCP1_4,0.10361628416330836,0.03574313785429063,9.461499359873129,13.5
2723,2723_MCP1_3,0.21557062235057398,0.031238403005782484,11.709747863244631,13.5
2723,2723_SCH_1,0.7015925108371173,0.032736109908437984,1.4562725952075932,13.5
2722,2722_SCH_1,0.41450903356041174,0.07103887106077553,3.970390316996963,13.5
2722,2722_SCH_2,0.22302797916648734,0.05599451671165752,3.525482393400546,13.5
2722,2722_MCP1_2,0.15110753357559314,0.043937789305757445,1.8863668642022948,13.5
2721,2721_SCH_2,0.23660403398720545,0.07580194730919311,3.701903174685551,13.5
2721,2721_SCH_1,0.5112686683078187,0.054135108756436574,7.774080438108619,13.5
2721,2721_MCP1_4,0.21785241111206274,0.03628894425905111,12.340783992235949,13.5
2720,2720_MCP1_3,0.17678136637727426,0.03526152477039754,9.0464980855647,13.5
2720,2720_SCH_2,0.3039084550771052,0.062194157041517116,4.062196197263757,13.5
2720,2720_SCH_1,0.6210657432983004,0.03325681470748416,9.20097636977965,13.5
2718,2718_SCH_1,0.3043355697746414,0.0775409370659901,6.219145735648953,13.5
2717,2717_SCH_1,0.5393316183021336,0.05997201895467375,5.668136175245863,13.5
2717,2717_SCH_2,0.2737187411073616,0.04673214021070066,1.6740298572492305,13.5
2716,2716_SCH_2,0.357657784932253,0.06531420656799707,13.693731379409346,13.5
2716,2716_SCH_1,0.24974986076756803,0.03186533477159125,4.112237456864577,13.5
2715,2715_SCH_1,0.4370323230172237,0.07652426243244177,3.5900934825158304,13.5
2715,2715_SCH_2,0.29050274511316876,0.07510274351594808,2.288429086852296,13.5
2714,2714_MCP1_3,0.2314157074894798,0.018952105106548132,1.818637797109898,13.5
2714,2714_MCP1_2,0.31147523764508167,0.02234503620239623,2.226062018249545,13.5
2714,2714_MCP1_1,0.35943680907795267,0.026222920977385624,3.1871931092252423,13.5
2714,2714_MCP1_4,0.15249558325727605,0.014025947200641549,1.1392730315159327,13.5
2712,2712_SCH_2,0.4523970233701513,0.04230310937557755,7.082833236010323,13.5
2712,2712_SCH_1,0.7668010789055799,0.01760903337952837,2.572982955252567,13.5
2712,2712_MCP1_3,0.3595866307757425,0.021036920928765652,1.9800031114433252,13.5
2711,2711_SCH_2,0.43252709550980434,0.023829124155351558,11.396702717901276,13.5
2711,2711_MCP1_3,0.31841677424438014,0.02931423973361356,2.415990511689034,13.5
2711,2711_SCH_1,0.7365163371739838,0.020625043070763707,7.779499051428443,13.5
2711,2711_MCP1_4,0.10939429938710657,0.023392497087137185,1.5790587650068335,13.5
2710,2710_SCH_1,0.6411653108699632,0.026660655042760228,2.61696293051546,13.5
2710,2710_SCH_2,0.3823575227857467,0.054216273060052805,6.089647117100638,13.5
2709,2709_SCH_1,0.4159310798080622,0.0408229918984632,10.352253966604842,13.5
2709,2709_SCH_2,0.22094909973628202,0.05297983815265175,0.2625534795175667,13.5
2708,2708_MCP1_2,0.13654015432416525,0.026729018759361223,6.217651325914602,13.5
2708,2708_SCH_2,0.3152832603355048,0.13800540713544587,4.607529939486312,13.5
2708,2708_SCH_1,0.25990642333846636,0.06064299329873878,5.347333609983256,13.5
2708,2708_MCP1_3,0.1408169680488806,0.03520752750854367,4.137411738503189,13.5
2708,2708_MCP1_1,0.2256353355722873,0.045817862799957254,2.057269162840604,13.5
2707,2707_MCP1_2,0.08137013168954889,0.028962096977815127,5.531372579365611,13.5
2707,2707_SCH_1,0.15799187529919467,0.050088407661784844,2.430254447402768,13.5
2707,2707_SCH_2,0.3729707027956368,0.07246356652280737,1.7936072155926808,13.5
2706,2706_SCH_2,0.25536672909169633,0.0450099823193221,26.528860711769944,13.5
2706,2706_SCH_1,0.48628062228393953,0.017586243723101986,27.530222669805916,13.5
2704,2704_SCH_2,0.3274645220051211,0.09343780810610339,5.181033285527491,13.5
2704,2704_SCH_1,0.5621092972734665,0.05875149374558017,2.125301319347771,13.5
2704,2704_MCP1_1,0.5630998429687648,0.029859831368172222,3.712707368704155,13.5
2704,2704_MCP1_2,0.505006081236822,0.03440387727510339,2.017156170735871,13.5
2704,2704_MCP1_3,0.40371712765416234,0.037446981280184984,6.1397513432296105,13.5
2704,2704_MCP1_4,0.2596483813787018,0.037313872027917964,2.249774543722564,13.5
2703,2703_SCH_1,0.35666082412886985,0.03415305114504908,8.38152714277668,13.5
2703,2703_SCH_2,0.2684421285572083,0.07588920904087983,2.1238836220244877,13.5
2703,2703_MCP1_2,0.33107510962383235,0.026212090338159664,5.397527595554807,13.5
2703,2703_MCP1_3,0.2260928379031091,0.03525177823584006,2.5859418066248585,13.5
2703,2703_MCP1_4,0.15332957245434747,0.040546764321004264,1.2073018798700226,13.5
2702,2702_SCH_1,0.6988942075389666,0.02477934575721215,5.686840585177882,13.5
2702,2702_SCH_2,0.37052662401629877,0.06000718114178104,7.696591942458813,13.5
2702,2702_MCP1_4,0.3077070929916632,0.03178742459728236,2.833332971136741,13.5
2701,2701_SCH_2,0.46652789622422586,0.07025679956677013,1.5153711286374456,13.5
2701,2701_SCH_1,0.7581860999019208,0.023383818382748764,1.5559981669424627,13.5
2701,2701_MCP1_3,0.5244641495561244,0.0501988226590392,4.992329468431077,13.5
2701,2701_MCP1_4,0.28577289568668873,0.052999779897205,6.042867261923768,13.5
2700,2700_SCH_2,0.34981506850406063,0.09777140771151561,4.961396435697349,13.5
2700,2700_MCP1_2,0.5396635291673907,0.04093123624368228,1.5114001291644474,13.5
2700,2700_MCP1_3,0.3941246580894674,0.04324424472465243,2.875965463270613,13.5
2700,2700_MCP1_4,0.27691871034451787,0.056558262593270486,5.046498819720885,13.5
