shot,image_name,radius_norm,mrti_amplitude_norm,avg_angle,pinch_height
7231,07231_MCP1_3,0.4146453397749854,0.06502835700595,4.39637411325165,24
7231,07231_MCP1_4,0.4519497587510833,0.04050611569612804,3.8866920112341297,24
7232,07232_MCP1_1,0.22882265939142832,0.08817852302963042,8.170599246,24
7232,07232_MCP1_2,0.1751831638081842,0.07062309783660334,3.35846623173455,24
7232,07232_MCP1_3,0.23129848089131458,0.06269244243297542,10.5068490189326,24
7232,07232_MCP1_4,0.11274289154569167,0.04822757467413292,5.55224985018341,24
7232,07232_MCP2_3,0.4596741437005208,0.03581131274930662,2.70591112099634,24
7232,07232_MCP2_4,0.39331106168082997,0.03894602837643758,0.515525832,24
7233,07233_MCP1_1,0.3654107763510834,0.06476586697412,3.52628024023187,24
7233,07233_MCP1_2,0.2396563172137033,0.070887420858315,6.25722060934245,24
7233,07233_MCP1_3,0.13057019324043667,0.053542772530015,3.05665067782417,24
7233,07233_MCP1_4,0.11847174769061292,0.054606185227549585,2.29994686431966,24
7234,07234_MCP1_1,0.24126318312559916,0.09602107211229126,1.94494376608102,24
7234,07234_MCP1_2,0.17314963681459836,0.07935224581576542,2.25893231865268,24
7234,07234_MCP1_3,0.10906053910282916,0.052042210073857086,4.2015484020243,24
7234,07234_MCP1_4,0.25532302241380583,0.09727730228062749,0.548460066194959,24
7234,07234_MCP2_3,0.5423397335423209,0.035105292114308455,2.84951404624876,24
7234,07234_MCP2_4,0.49349543101297505,0.03329920820428754,2.7295258970773,24
7236,07236_MCP1_1,0.3489826707622729,0.028427395425390124,10.1249841189909,24
7236,07236_MCP1_2,0.26049427818044835,0.03413473455927396,9.72819524071897,24
7236,07236_MCP1_3,0.12013579961859792,0.024873596654482164,2.67727946018103,24
7236,07236_MCP1_4,0.16203993824911667,0.03800170301239108,4.9494982932714,24
7236,07236_MCP2_3,0.5260398754274541,0.03301314771430617,2.09960738406637,24
7236,07236_MCP2_4,0.5076823632173334,0.022733505063666,2.92327169939301,24
7237,07237_MCP1_1,0.304292602875,0.035187205916666665,7.45794522383103,24
7237,07237_MCP1_2,0.19700634350000001,0.03621864688748146,4.14342762890534,24
7237,07237_MCP1_3,0.09749772036318709,0.0195789615823215,4.216926311,24
7237,07237_MCP1_4,0.18612570546850835,0.03235942539625117,3.37701742005077,24
7237,07237_MCP2_3,0.5726161093113541,0.019024327155392085,3.53877068221946,24
7237,07237_MCP2_4,0.5559068510885666,0.018633561930590792,4.40611880409599,24
7238,07238_MCP1_1,0.15391846633333334,0.02357889817788796,7.671951743,24
7238,07238_MCP1_2,0.2194419398613825,0.04460891783298041,9.790667237,24
7238,07238_MCP1_4,0.36178815662067293,0.09554865706148374,24.5329580679546,24
7238,07238_MCP2_3,0.4835365814548875,0.041572839375,9.31669262116289,24
7238,07238_MCP2_4,0.4401530887798833,0.03659398322947167,9.42665116443349,24
