shot,image_name,radius_norm,mrti_amplitude_norm,avg_angle,pinch_height
1902,1902_SCH1c,0.1726654441727791,0.05438803508495635,7.865367839811888,13.5
1902,1902_SCH2c,0.09686106288580244,0.02467041052628384,4.111934755493039,13.5
1905,1905_SCH1c,0.3879515077424613,0.07803073671072296,10.5220321335059,13.5
1905,1905_SCH2c,0.23101056023387695,0.06973244227773469,15.11706464329646,13.5
1919,1919_SCH1c,0.4749927669111654,0.05437854644398244,6.865967971214543,13.5
1919,1919_SCH2c,0.2562526954177897,0.09423479864764882,13.060326842473906,13.5
1941,1941_SCH1c,0.5298352601446868,0.037194965115834026,10.62817377994317,13.5
1941,1941_SCH2c,0.28595889487870624,0.0898474985878378,10.091317143911947,13.5
2113,2113_SCH1c,0.4463525876120619,0.05860876180592219,14.34220361452312,13.5
2113,2113_SCH2c,0.2533805031446541,0.10639296578556319,10.471425725438396,13.5
2114,2114_SCH1c,0.4763006316218419,0.05609009595992037,12.009239511115284,13.5
2114,2114_SCH2c,0.2390883872416891,0.09381998311196711,10.277262959769104,13.5
2147,2147_SCH1c,0.5761721611073565,0.034542593688981396,11.000374162007509,13.5
2151,2151_SCH1c,0.4006919315403422,0.07443084718895737,15.43135232360934,13.5
2151,2151_SCH2c,0.23925561545372867,0.08302048262720521,10.398773534522356,13.5
2157,2157_SCH2c,0.6900858836895215,0.02626369037611263,8.539577237562622,13.5
2158,2158_SCH2c,0.4800403135365946,0.06407087109149232,17.098843458151684,13.5
3001,3001_SCH1c,0.6086677269894447,0.057976293785220755,0.9563536703860656,13.5
3001,3001_SCH2c,0.27993899235912134,0.11389198888640084,4.370192453784645,13.5
3004,3004_SCH1c,0.6630106491828622,0.040731354946590054,4.659328543197309,13.5
3004,3004_SCH2c,0.34498877745940787,0.11287044610679348,5.5470848740600776,13.5
3007,3007_SCH1c,0.48705059384626437,0.0792612976095194,6.430959384250706,13.5
3007,3007_SCH2c,0.2511436246418338,0.08425914148100408,1.920600607768839,13.5
3011,3011_SCH1c,0.30485885275519425,0.1204735864368517,5.919049333501694,13.5
3011,3011_SCH2c,0.21398662846227318,0.09476230810813416,3.7539475985672186,13.5
3012,3012_SCH1c,0.36060569105691065,0.11037159062246026,7.146043881799225,13.5
3012,3012_SCH2c,0.21736211798549518,0.0536012084303132,6.692933352643401,13.5
3014,3014_SCH1c,0.6251002224522302,0.05237574102173864,1.8474540918467448,13.5
3014,3014_SCH2c,0.28349594078319,0.12020184695924119,3.1790716472486444,13.5
3015,3015_SCH1c,0.5644439927732611,0.0627137720721157,3.640712960374848,13.5
3015,3015_SCH2c,0.2674431709646609,0.10706680580626936,12.279854926870414,13.5
2795,2795_SCH1c,0.3845354673206358,0.05237198697542662,4.135999498117258,13.5
2795,2795_SCH2c,0.16433137426892022,0.039244454878124814,2.2344033961080867,13.5
2835,2835_SCH1c,0.2782378048780487,0.11240995484673998,6.100544828649545,13.5
2835,2835_SCH2c,0.20243607541227962,0.03556058884571121,2.799936130245211,13.5
2838,2838_SCH1c,0.527523261065944,0.07527435281817768,8.856115499210123,13.5
2838,2838_SCH2c,0.33375083572110803,0.09903458861653,8.264017817311046,13.5
2841,2841_SCH1c,0.7607182460227423,0.04909639521767805,5.699798338777233,13.5
2841,2841_SCH2c,0.49795318475817196,0.08279193175223437,10.20112789974286,13.5
2843,2843_SCH1c,0.25161280487804877,0.12356931691878768,15.192058847754655,13.5
2844,2844_SCH1c,0.6811295320290979,0.04512658297393143,8.276727539640135,13.5
2844,2844_SCH2c,0.4065545606494747,0.09991923274939131,13.278696263908367,13.5
2849,2849_SCH1c,0.6183442863595303,0.05125500106251047,16.000145484303705,13.5
2849,2849_SCH2c,0.33609634670487104,0.10328746054345327,23.914438963944605,13.5
2853,2853_SCH1c,0.7581895787497365,0.03539783307408911,0.8715664807912055,13.5
2853,2853_SCH2c,0.5695052107571941,0.07892035040669104,2.5304438472362465,13.5
2854,2854_SCH1c,0.7849609998493384,0.027397176471837252,5.2212265428357405,13.5
2854,2854_SCH2c,0.6325884422555239,0.06077462047650369,6.720876917750628,13.5
2861,2861_SCH1c,0.6989481180088724,0.03990584382877253,4.917373979414904,13.5
2861,2861_SCH2c,0.4908297516714423,0.08540704200181712,8.031523469153324,13.5
2864,2864_SCH1c,0.8181575645908284,0.027271481346939543,1.503929958615266,13.5
2864,2864_SCH2c,0.6463245290432688,0.06530098223588132,4.711849170727048,13.5
2865,2865_SCH1c,0.7340320813465764,0.02252630717207533,3.801769887151588,13.5
2865,2865_SCH2c,0.5470349808978032,0.06417815235112971,8.262217006811365,13.5
2868,2868_SCH1c,0.7258625702455798,0.034123105004879556,6.858085109098336,13.5
2868,2868_SCH2c,0.5450335482330468,0.07308560859640187,10.955671874126311,13.5
2869,2869_SCH1c,0.5554151194324662,0.053045193133274715,6.734504446233622,13.5
