shot,image_name,radius_norm,mrti_amplitude_norm,avg_angle,pinch_height
7231,7231_MCP2_3,0.477260712582601,0.0398886002820183,2.815341718693922,24.0
7232,7232_MCP1_2,0.2068940955079141,0.0645870376123565,9.816409082861266,24.0
7231,7231_MCP2_4,0.3872215855834698,0.0643613298597281,1.6560931720994576,24.0
7232,7232_MCP1_1,0.2933499627441982,0.0937950619891839,11.213481467372285,24.0
7232,7232_MCP1_3,0.1379810536010937,0.0546110783454047,5.531987879777468,24.0
7232,7232_MCP1_4,0.2190295017007463,0.0718137922254517,5.426151047292803,24.0
7232,7232_MCP2_3,0.4713566636542451,0.0398182687022704,4.278837877735184,24.0
7232,7232_MCP2_4,0.4200791673379871,0.0409667958059449,1.2909248192479092,24.0
7233,7233_MCP1_1,0.4053623462717627,0.0651161993383499,3.264427196016244,24.0
7233,7233_MCP1_2,0.2469547603205003,0.0712574350721684,7.580233671095854,24.0
7233,7233_MCP1_3,0.1388913470661388,0.0601719452518143,2.147283140429521,24.0
7233,7233_MCP1_4,0.1959802721845217,0.0658677775410892,5.6026329155432135,24.0
7233,7233_MCP2_4,0.665327795256275,0.0257820801238044,5.370094950252335,24.0
7234,7234_MCP1_1,0.2790292045454546,0.109416152389427,2.9720169891346537,24.0
7234,7234_MCP1_2,0.2548689545281508,0.0904593980719664,5.715142224636798,24.0
7234,7234_MCP1_3,0.1643366215155084,0.0716942559750403,2.7115477867349784,24.0
7234,7234_MCP1_4,0.2304540198237885,0.0975610271167855,4.616524274268794,24.0
7234,7234_MCP2_3,0.546374565054883,0.0429410370396278,1.7535106717894182,24.0
7234,7234_MCP2_4,0.4775054045701835,0.036038316081454,3.6217058707862417,24.0
7242,7242_MCP1_1,0.3760129779847579,0.0548725113775861,10.940433836982606,24.0
7242,7242_MCP1_2,0.2161746132925323,0.0621165008913208,14.397632142660266,24.0
7242,7242_MCP1_3,0.1568958231756866,0.0486508902526827,6.201641919233339,24.0
7242,7242_MCP1_4,0.1835068433132689,0.0595472535403117,3.941708329462052,24.0
7242,7242_MCP2_F4,0.66320279471259,0.0186745560512589,9.796497183219705,24.0
7243,7243_MCP1_1,0.3587199178258202,0.0794783311199371,15.097125641596936,24.0
7243,7243_MCP1_2,0.2227094180182635,0.0651221514699808,11.82555665753856,24.0
7243,7243_MCP1_3,0.154685406864025,0.0543138889139631,3.62738768599655,24.0
7243,7243_MCP1_4,0.2259576470064135,0.0640131234296623,2.746217838549786,24.0
7243,7243_MCP2_F4,0.5769595639672405,0.0232276150395016,10.745320070949456,24.0
7247,7247_MCP1_1,0.5617533481561523,0.0453423596478969,7.705727796589674,24.0
7247,7247_MCP1_2,0.4797615269629026,0.0548210940206522,5.214762961772923,24.0
7247,7247_MCP1_3,0.3043209751310738,0.0498231371499495,9.438748061167203,24.0
7247,7247_MCP1_4,0.2252402704845831,0.0937877640719405,5.17471145167434,24.0
7248,7248_MCP1_1,0.5253099261080851,0.0415603117520413,3.8387265810256745,24.0
7248,7248_MCP1_2,0.4626293120831671,0.0516704534009898,7.388306852999257,24.0
7248,7248_MCP1_3,0.3005661378807407,0.0400481361952212,7.660596892750373,24.0
7248,7248_MCP1_4,0.262654477695069,0.1202352179534601,2.7186293885325155,24.0
7249,7249_MCP1_1,0.312688197807519,0.1112970219474091,7.888224110831621,24.0
7249,7249_MCP1_2,0.2183800093413038,0.0948686444914709,4.737660370396647,24.0
7249,7249_MCP1_3,0.1363806397214936,0.0667425168961137,2.597885767405309,24.0
7249,7249_MCP1_4,0.245278369761366,0.0696081705937647,7.253916627466189,24.0
7249,7249_MCP2_3,0.5689061532152211,0.0426775099060769,8.240002349875112,24.0
7249,7249_MCP2_4,0.4901705312859926,0.0534955953273068,8.383432301654754,24.0
7250,7250_MCP1_1,0.2434866739187625,0.0726608285902418,4.5117184879293255,24.0
7251,7251_MCP1_1,0.4224015454016938,0.0451342792126484,6.086776501299502,24.0
7251,7251_MCP1_2,0.3421763940488584,0.0381787960407426,8.172056627881654,24.0
7251,7251_MCP1_3,0.2362940169636695,0.0405968341277878,9.199152230582756,24.0
7251,7251_MCP1_4,0.1591558584343387,0.0578503426618741,4.898775741362752,24.0
7251,7251_MCP2_3,0.5786589243838567,0.0132859950732066,6.771003368483175,24.0
7251,7251_MCP2_4,0.5592280360810816,0.0150237826864136,6.490947074367876,24.0
2725,2725_MCP1_3,0.1278207609295137,0.0254195823706052,5.944715356737562,13.5
2725,2725_SCH_1,0.3153167685354747,0.0896425665697383,6.694906535614191,13.5
2724,2724_SCH_2,0.288421638545602,0.0660768882718189,3.9785605275446967,13.5
2724,2724_SCH_1,0.4977513971339095,0.0707987000116941,4.133829825457504,13.5
2724,2724_MCP1_3,0.1558356516276669,0.0339795335845426,3.52912323228321,13.5
2723,2723_SCH_2,0.3710067082858352,0.0858736038509957,5.987764248216576,13.5
2723,2723_MCP1_4,0.1036162841633083,0.0357431378542906,9.461499359873129,13.5
2723,2723_MCP1_3,0.2155706223505739,0.0312384030057824,11.709747863244631,13.5
2723,2723_SCH_1,0.7015925108371173,0.0327361099084379,1.4562725952075932,13.5
2722,2722_SCH_1,0.4145090335604117,0.0710388710607755,3.970390316996963,13.5
2722,2722_SCH_2,0.2230279791664873,0.0559945167116575,3.525482393400546,13.5
2722,2722_MCP1_2,0.1511075335755931,0.0439377893057574,1.8863668642022948,13.5
2721,2721_SCH_2,0.2366040339872054,0.0758019473091931,3.701903174685551,13.5
2721,2721_SCH_1,0.5112686683078187,0.0541351087564365,7.774080438108619,13.5
