shot,image_name,radius_norm,mrti_amplitude_norm,avg_angle,pinch_height
2936,2936_SCH1c,0.5684838008889718,0.04547922110347592,1.783280672576234,13.5
2938,2938_SCH1c,0.668976004652253,0.034106767609769245,2.415749274202311,13.5
2944,2944_SCH2c,0.30857727328033746,0.0951642908803896,10.273064741641427,13.5
2974,2974_SCH2c,0.2497108404966571,0.05393611584015328,1.042370562136972,13.5
2975,2975_SCH2c,0.28448836098946934,0.08449117401705132,5.099366276091323,13.5
1902,1902_SCH2c,0.19101429456659352,0.05727940049929576,2.3890711474619337,13.5
2113,2113_SCH1c,0.4262107582243819,0.06031712110267214,16.19991381833212,13.5
2113,2113_SCH2c,0.2827773252369668,0.08518625999352,18.042868280202303,13.5
2147,2147_SCH2c,0.30543594628410875,0.11406940147914403,15.722707117700748,13.5
2157,2157_SCH2c,0.6517279786645105,0.04851583878934265,12.314918682997671,13.5
2158,2158_SCH2c,0.5148358823218789,0.058927759618418875,16.18064542885265,13.5
2838,2838_SCH2c,0.3804662986960121,0.10687680696594613,13.569917199739832,13.5
2967,2967_SCH2c,0.3431448412189613,0.10031581862645028,2.03107543427961,13.5
2969,2969_SCH1c,0.5627451151308599,0.06930345077296374,3.586129553505703,13.5
2969,2969_SCH2c,0.24155685238517569,0.047743485361639505,4.076314910957429,13.5
2972,2972_SCH1c,0.48232342892786095,0.06059953347613081,3.1231210562890737,13.5
2972,2972_SCH2c,0.30518417796840763,0.08687836174811323,9.40660366393923,13.5
2974,2974_SCH1c,0.3766798250628418,0.09585833111450101,8.291558798377249,13.5
2975,2975_SCH1c,0.46882881662149956,0.08513274025112037,2.9937564539238632,13.5
